name,sy_snum,sy_pnum,disc_method,disc_year,soltype,pl_orbper,pl_orbsmax,pl_rade,pl_masse,pl_orbeccen,st_rad,st_mass,sy_dist
Kepler-350 c,1,3,Transit,2013,Published Confirmed,17.84846244,,,,,1.29,1.33,956.859
Kepler-350 c,1,3,Transit,2013,Published Confirmed,,,3.191,,,1.42,,956.859
Kepler-350 c,1,3,Transit,2013,Published Confirmed,17.8485279,,,,,1.29,1.33,956.859
Kepler-350 c,1,3,Transit,2013,Kepler Project Candidate (q1_q17_dr24_koi),17.84848082,0.1336,2.45,,0,1.25,1,956.859
Kepler-350 c,1,3,Transit,2013,Kepler Project Candidate (q1_q17_dr25_koi),17.84850835,0.1385,3.29,,0,1.47,1.11,956.859
Kepler-350 c,1,3,Transit,2013,Published Confirmed,17.848,,2.53,7.2,,1.25,1,956.859
Kepler-350 c,1,3,Transit,2013,Kepler Project Candidate (q1_q8_koi),17.84863,0.139,3.1,,0,1.33,1.13,956.859
Kepler-350 c,1,3,Transit,2013,Published Confirmed,17.849,,3.1,6.1,,1.25,1,956.859
Kepler-350 c,1,3,Transit,2013,Kepler Project Candidate (q1_q17_dr25_sup_koi),17.84850835,,,,,1.29,1.33,956.859
Kepler-350 c,1,3,Transit,2013,Published Confirmed,17.84848082,,2.67,,,1.36,1.19,956.859
Kepler-350 d,1,3,Transit,2013,Published Confirmed,26.136,,2.28,14.8,,1.25,1,956.859
Kepler-350 d,1,3,Transit,2013,Kepler Project Candidate (q1_q8_koi),26.13617,0.18,2.8,,0,1.33,1.13,956.859
Kepler-350 d,1,3,Transit,2013,Published Confirmed,26.136,,2.8,14.9,,1.25,1,956.859
Kepler-350 d,1,3,Transit,2013,Kepler Project Candidate (q1_q17_dr25_koi),26.1363443,0.1786,2.8,,0,1.47,1.11,956.859
Kepler-350 d,1,3,Transit,2013,Kepler Project Candidate (q1_q17_dr25_sup_koi),26.1363443,,,,,1.29,1.33,956.859
Kepler-350 d,1,3,Transit,2013,Kepler Project Candidate (q1_q16_koi),26.1363511,0.1723,2.46,,0,1.25,1,956.859
Kepler-350 d,1,3,Transit,2013,Kepler Project Candidate (q1_q17_dr24_koi),26.1363511,0.1723,2.46,,0,1.25,1,956.859
Kepler-350 d,1,3,Transit,2013,Published Confirmed,26.1363511,,2.68,,,1.36,1.19,956.859
Kepler-350 d,1,3,Transit,2013,Published Confirmed,,,2.717,,,1.42,,956.859
Kepler-350 d,1,3,Transit,2013,Published Confirmed,26.136337,,,,,1.29,1.33,956.859
Kepler-350 d,1,3,Transit,2013,Published Confirmed,26.13616296,,,,,1.29,1.33,956.859
Kepler-350 d,1,3,Transit,2013,Kepler Project Candidate (q1_q12_koi),26.1363511,0.1723,2.46,,0,1.25,1,956.859
Kepler-351 b,1,3,Transit,2014,Kepler Project Candidate (q1_q17_dr24_koi),37.0548569,0.2112,2.74,,0,0.84,0.91,1083.91
Kepler-351 b,1,3,Transit,2014,Published Confirmed,37.0548569,,2.54,,,0.78,0.81,1083.91
Kepler-351 b,1,3,Transit,2014,Kepler Project Candidate (q1_q17_dr25_koi),37.0551726,0.2109,3.19,,0,0.85,0.91,1083.91
Kepler-351 b,1,3,Transit,2014,Kepler Project Candidate (q1_q16_koi),37.0548569,0.2112,2.74,,0,0.84,0.91,1083.91
Kepler-351 b,1,3,Transit,2014,Published Confirmed,37.053,,3.03,4.8,,0.84,0.91,1083.91
Kepler-351 b,1,3,Transit,2014,Published Confirmed,37.054919,0.214,3.06,,,0.85,,1083.91
Kepler-351 b,1,3,Transit,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),37.0551726,,,,,0.76,0.91,1083.91
Kepler-351 b,1,3,Transit,2014,Published Confirmed,37.05489764,,,,,0.76,0.91,1083.91
Kepler-351 b,1,3,Transit,2014,Published Confirmed,37.05518848,,,,,0.76,0.91,1083.91
Kepler-351 b,1,3,Transit,2014,Kepler Project Candidate (q1_q8_koi),37.05302,0.211,2.8,,0,0.85,0.92,1083.91
Kepler-351 b,1,3,Transit,2014,Published Confirmed,,,2.889,,,0.77,,1083.91
Kepler-351 b,1,3,Transit,2014,Kepler Project Candidate (q1_q12_koi),37.0548569,0.2112,2.74,,0,0.84,0.91,1083.91
Kepler-351 c,1,3,Transit,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),57.2488518,,,,,0.76,0.91,1083.91
Kepler-351 c,1,3,Transit,2014,Kepler Project Candidate (q1_q16_koi),57.2486691,0.2822,3.26,,0,0.84,0.91,1083.91
Kepler-351 c,1,3,Transit,2014,Published Confirmed,57.24899018,,,,,0.76,0.91,1083.91
Kepler-351 c,1,3,Transit,2014,Published Confirmed,57.248,,3.16,11.1,,0.84,0.91,1083.91
Kepler-351 c,1,3,Transit,2014,Kepler Project Candidate (q1_q17_dr24_koi),57.2486691,0.2822,3.26,,0,0.84,0.91,1083.91
Kepler-351 c,1,3,Transit,2014,Kepler Project Candidate (q1_q12_koi),57.2486691,0.2822,3.26,,0,0.84,0.91,1083.91
Kepler-351 c,1,3,Transit,2014,Published Confirmed,,,2.89,,,0.77,,1083.91
Kepler-351 c,1,3,Transit,2014,Published Confirmed,57.2486691,,3.06,,,0.78,0.81,1083.91
Kepler-351 c,1,3,Transit,2014,Published Confirmed,57.24809,0.287,3.19,,,0.85,,1083.91
Kepler-351 c,1,3,Transit,2014,Kepler Project Candidate (q1_q17_dr25_koi),57.2488518,0.2818,3.19,,0,0.85,0.91,1083.91
Kepler-351 c,1,3,Transit,2014,Published Confirmed,57.24887069,,,,,0.76,0.91,1083.91
Kepler-351 c,1,3,Transit,2014,Kepler Project Candidate (q1_q8_koi),57.24717,0.282,3.3,,0,0.85,0.92,1083.91
Kepler-351 d,1,3,Transit,2016,Kepler Project Candidate (q1_q17_dr25_sup_koi),142.545,,,,,0.76,0.91,1083.91
Kepler-351 d,1,3,Transit,2016,Published Confirmed,,,2.279,,,0.77,,1083.91
Kepler-351 d,1,3,Transit,2016,Published Confirmed,142.5402916,,,,,0.76,0.91,1083.91
Kepler-351 d,1,3,Transit,2016,Kepler Project Candidate (q1_q16_koi),142.544247,0.5184,2.95,,0,0.84,0.91,1083.91
Kepler-351 d,1,3,Transit,2016,Kepler Project Candidate (q1_q12_koi),142.544247,0.5184,2.95,,0,0.84,0.91,1083.91
Kepler-351 d,1,3,Transit,2016,Kepler Project Candidate (q1_q17_dr24_koi),142.544247,0.5184,2.95,,0,0.84,0.91,1083.91
Kepler-351 d,1,3,Transit,2016,Published Confirmed,142.5401151,,,,,0.76,0.91,1083.91
Kepler-351 d,1,3,Transit,2016,Published Confirmed,142.544247,,2.72,,,0.78,0.81,1083.91
Kepler-351 d,1,3,Transit,2016,Kepler Project Candidate (q1_q17_dr25_koi),142.545,0.5177,2.52,,0,0.85,0.91,1083.91
Kepler-352 b,1,3,Transit,2014,Kepler Project Candidate (q1_q17_dr25_koi),10.05550267,0.0845,0.92,,0,0.77,0.8,252.733
Kepler-352 b,1,3,Transit,2014,Kepler Project Candidate (q1_q16_koi),10.05545337,0.0856,0.89,,0,0.75,0.84,252.733
Kepler-352 b,1,3,Transit,2014,Kepler Project Candidate (q1_q8_koi),10.05548,0.086,0.84,,0,0.72,0.83,252.733
Kepler-352 b,1,3,Transit,2014,Kepler Project Candidate (q1_q12_koi),10.05545337,0.0856,0.89,,0,0.75,0.84,252.733
Kepler-352 b,1,3,Transit,2014,Published Confirmed,10.05537,0.085,0.86,,,0.78,,252.733
Kepler-352 b,1,3,Transit,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),10.05550267,,,,,0.73,0.9,252.733
Kepler-352 b,1,3,Transit,2014,Published Confirmed,10.05532583,,,,,0.73,0.9,252.733
Kepler-352 b,1,3,Transit,2014,Kepler Project Candidate (q1_q17_dr24_koi),10.05545337,0.0856,0.89,,0,0.75,0.84,252.733
Kepler-352 b,1,3,Transit,2014,Published Confirmed,,,0.872,,,0.73,,252.733
Kepler-352 b,1,3,Transit,2014,Published Confirmed,10.0554258,,,,,0.73,0.9,252.733
Kepler-352 b,1,3,Transit,2014,Published Confirmed,10.05545337,,0.96,,,0.8,0.86,252.733
Kepler-352 c,1,3,Transit,2014,Kepler Project Candidate (q1_q16_koi),16.33269854,0.1183,1.25,,0,0.75,0.84,252.733
Kepler-352 c,1,3,Transit,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),16.33269981,,,,,0.73,0.9,252.733
Kepler-352 c,1,3,Transit,2014,Kepler Project Candidate (q1_q8_koi),16.33279,0.118,1.33,,0,0.72,0.83,252.733
Kepler-352 c,1,3,Transit,2014,Kepler Project Candidate (q1_q17_dr24_koi),16.33269854,0.1183,1.25,,0,0.75,0.84,252.733
Kepler-352 c,1,3,Transit,2014,Kepler Project Candidate (q1_q17_dr25_koi),16.33269981,0.1168,1.61,,0,0.77,0.8,252.733
Kepler-352 c,1,3,Transit,2014,Published Confirmed,,,1.527,,,0.73,,252.733
Kepler-352 c,1,3,Transit,2014,Published Confirmed,16.33269771,,,,,0.73,0.9,252.733
Kepler-352 c,1,3,Transit,2014,Published Confirmed,16.332995,0.118,1.24,,,0.78,,252.733
Kepler-352 c,1,3,Transit,2014,Published Confirmed,16.33273212,,,,,0.73,0.9,252.733
Kepler-352 c,1,3,Transit,2014,Kepler Project Candidate (q1_q12_koi),16.33269854,0.1183,1.25,,0,0.75,0.84,252.733
Kepler-352 c,1,3,Transit,2014,Published Confirmed,16.33269854,,1.31,,,0.8,0.86,252.733
Kepler-352 d,1,3,Transit,2021,Kepler Project Candidate (q1_q16_koi),6.88729828,0.0665,0.66,,0,0.75,0.84,252.733
Kepler-352 d,1,3,Transit,2021,Kepler Project Candidate (q1_q17_dr25_sup_koi),6.8873113,,,,,0.73,0.9,252.733
Kepler-352 d,1,3,Transit,2021,Published Confirmed,6.88727999,,0.806,,,0.77,0.8,252.733
Kepler-352 d,1,3,Transit,2021,Kepler Project Candidate (q1_q17_dr24_koi),6.88729828,0.0665,0.66,,0,0.75,0.84,252.733
Kepler-352 d,1,3,Transit,2021,Kepler Project Candidate (q1_q17_dr25_koi),6.8873113,0.0657,0.72,,0,0.77,0.8,252.733
Kepler-352 d,1,3,Transit,2021,Kepler Project Candidate (q1_q12_koi),6.88729828,0.0665,0.66,,0,0.75,0.84,252.733
Kepler-353 b,2,2,Transit,2014,Kepler Project Candidate (q1_q16_koi),5.7952971,0.0515,1.08,,0,0.52,0.54,384.694
Kepler-353 b,2,2,Transit,2014,Published Confirmed,5.79529807,,1,,,0.63,0.61,384.694
Kepler-353 b,2,2,Transit,2014,Published Confirmed,,,1.172,,,0.56,0.6,384.694
Kepler-353 b,2,2,Transit,2014,Published Confirmed,5.79531085,,,,,0.63,0.61,384.694
Kepler-353 b,2,2,Transit,2014,Kepler Project Candidate (q1_q17_dr25_koi),5.79529495,0.0519,1.05,,0,0.54,0.55,384.694
Kepler-353 b,2,2,Transit,2014,Published Confirmed,,,1.251,,,0.64,,384.694
Kepler-353 b,2,2,Transit,2014,Kepler Project Candidate (q1_q8_koi),5.7953,0.052,0.98,,0,0.53,0.55,384.694
Kepler-353 b,2,2,Transit,2014,Published Confirmed,5.7952971,,1.16,,,0.56,0.58,384.694
Kepler-353 b,2,2,Transit,2014,Kepler Project Candidate (q1_q12_koi),5.7952971,0.0515,1.08,,0,0.52,0.54,384.694
Kepler-353 b,2,2,Transit,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),5.79529495,,,,,0.63,0.61,384.694
Kepler-353 b,2,2,Transit,2014,Published Confirmed,5.795278,0.051,0.89,,,0.5,,384.694
Kepler-353 b,2,2,Transit,2014,Published Confirmed,5.795,,1.07,,,0.52,0.54,384.694
Kepler-353 b,2,2,Transit,2014,Kepler Project Candidate (q1_q17_dr24_koi),5.7952971,0.0515,1.08,,0,0.52,0.54,384.694
Kepler-353 c,2,2,Transit,2014,Published Confirmed,8.411,,1.6,,,0.52,0.54,384.694
Kepler-353 c,2,2,Transit,2014,Published Confirmed,8.410894,0.065,1.38,,,0.5,,384.694
Kepler-353 c,2,2,Transit,2014,Published Confirmed,,,2.13,,,0.64,,384.694
Kepler-353 c,2,2,Transit,2014,Published Confirmed,8.41100287,,1.89,,,0.56,0.58,384.694
Kepler-353 c,2,2,Transit,2014,Kepler Project Candidate (q1_q8_koi),8.410953,0.066,1.51,,0,0.53,0.55,384.694
Kepler-353 c,2,2,Transit,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),8.41100305,,,,,0.63,0.61,384.694
Kepler-353 c,2,2,Transit,2014,Kepler Project Candidate (q1_q16_koi),8.41100287,0.066,1.76,,0,0.52,0.54,384.694
Kepler-353 c,2,2,Transit,2014,Published Confirmed,8.41102098,,,,,0.63,0.61,384.694
Kepler-353 c,2,2,Transit,2014,Kepler Project Candidate (q1_q12_koi),8.41100287,0.066,1.76,,0,0.52,0.54,384.694
Kepler-353 c,2,2,Transit,2014,Published Confirmed,8.41102236,,,,,0.63,0.61,384.694
Kepler-353 c,2,2,Transit,2014,Published Confirmed,8.41102527,,1.51,,,0.63,0.61,384.694
Kepler-353 c,2,2,Transit,2014,Published Confirmed,,,1.727,,,0.56,0.6,384.694
Kepler-353 c,2,2,Transit,2014,Kepler Project Candidate (q1_q17_dr25_koi),8.41100305,0.0665,1.8,,0,0.54,0.55,384.694
Kepler-353 c,2,2,Transit,2014,Kepler Project Candidate (q1_q17_dr24_koi),8.41100287,0.066,1.76,,0,0.52,0.54,384.694
Kepler-354 b,1,3,Transit,2014,Published Confirmed,5.47665368,,1.98,,,0.7,0.73,554.064
Kepler-354 b,1,3,Transit,2014,Kepler Project Candidate (q1_q16_koi),5.47665368,0.0542,2,,0,0.71,0.7,554.064
Kepler-354 b,1,3,Transit,2014,Kepler Project Candidate (q1_q17_dr24_koi),5.47665368,0.0542,2,,0,0.71,0.7,554.064
Kepler-354 b,1,3,Transit,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),5.47665801,,,,,0.71,0.72,554.064
Kepler-354 b,1,3,Transit,2014,Published Confirmed,,,1.916,,,0.67,,554.064
Kepler-354 b,1,3,Transit,2014,Kepler Project Candidate (q1_q17_dr25_koi),5.47665801,0.0542,2.01,,0,0.71,0.7,554.064
Kepler-354 b,1,3,Transit,2014,Kepler Project Candidate (q1_q8_koi),5.47663,0.053,1.55,,0,0.62,0.65,554.064
Kepler-354 b,1,3,Transit,2014,Published Confirmed,5.47661312,,,,,0.71,0.72,554.064
Kepler-354 b,1,3,Transit,2014,Published Confirmed,5.47666,0.054,1.84,,,0.67,,554.064
Kepler-354 b,1,3,Transit,2014,Published Confirmed,5.47669094,,,,,0.71,0.72,554.064
Kepler-354 b,1,3,Transit,2014,Kepler Project Candidate (q1_q12_koi),5.47665368,0.0542,2,,0,0.71,0.7,554.064
Kepler-354 c,1,3,Transit,2014,Kepler Project Candidate (q1_q17_dr24_koi),16.9347748,0.115,1.33,,0,0.71,0.7,554.064
Kepler-354 c,1,3,Transit,2014,Published Confirmed,,,1.254,,,0.67,,554.064
Kepler-354 c,1,3,Transit,2014,Kepler Project Candidate (q1_q17_dr25_koi),16.9348104,0.115,1.31,,0,0.71,0.7,554.064
Kepler-354 c,1,3,Transit,2014,Published Confirmed,16.93485739,,,,,0.71,0.72,554.064
Kepler-354 c,1,3,Transit,2014,Published Confirmed,16.9347748,,1.29,,,0.7,0.73,554.064
Kepler-354 c,1,3,Transit,2014,Kepler Project Candidate (q1_q16_koi),16.9347748,0.115,1.33,,0,0.71,0.7,554.064
Kepler-354 c,1,3,Transit,2014,Kepler Project Candidate (q1_q12_koi),16.9347748,0.115,1.33,,0,0.71,0.7,554.064
Kepler-354 c,1,3,Transit,2014,Published Confirmed,16.934402,0.115,1.31,,,0.67,,554.064
Kepler-354 c,1,3,Transit,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),16.9348104,,,,,0.71,0.72,554.064
Kepler-354 d,1,3,Transit,2014,Kepler Project Candidate (q1_q12_koi),24.2102171,0.1459,1.47,,0,0.71,0.7,554.064
Kepler-354 d,1,3,Transit,2014,Published Confirmed,24.209842,0.146,1.24,,,0.67,,554.064
Kepler-354 d,1,3,Transit,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),24.2101973,,,,,0.71,0.72,554.064
Kepler-354 d,1,3,Transit,2014,Kepler Project Candidate (q1_q16_koi),24.2102171,0.1459,1.47,,0,0.71,0.7,554.064
Kepler-354 d,1,3,Transit,2014,Published Confirmed,,,1.436,,,0.67,,554.064
Kepler-354 d,1,3,Transit,2014,Published Confirmed,24.20994274,,,,,0.71,0.72,554.064
Kepler-354 d,1,3,Transit,2014,Published Confirmed,24.21027984,,,,,0.71,0.72,554.064
Kepler-354 d,1,3,Transit,2014,Kepler Project Candidate (q1_q17_dr25_koi),24.2101973,0.1459,1.5,,0,0.71,0.7,554.064
Kepler-354 d,1,3,Transit,2014,Kepler Project Candidate (q1_q17_dr24_koi),24.2102171,0.1459,1.47,,0,0.71,0.7,554.064
Kepler-354 d,1,3,Transit,2014,Published Confirmed,24.2102171,,1.45,,,0.7,0.73,554.064
Kepler-354 d,1,3,Transit,2014,Kepler Project Candidate (q1_q8_koi),24.21152,0.142,1.46,,0,0.62,0.65,554.064
Kepler-355 b,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr25_koi),11.0317836,0.0971,1.45,,0,1.07,1,1432.17
Kepler-355 b,1,2,Transit,2014,Kepler Project Candidate (q1_q12_koi),11.0317307,0.1003,1.5,,0,1.04,1.1,1432.17
Kepler-355 b,1,2,Transit,2014,Published Confirmed,11.0317307,,1.4,,,0.98,0.99,1432.17
Kepler-355 b,1,2,Transit,2014,Kepler Project Candidate (q1_q16_koi),11.0317307,0.1003,1.5,,0,1.04,1.1,1432.17
Kepler-355 b,1,2,Transit,2014,Published Confirmed,11.0315749,,,,,1.25,1.04,1432.17
Kepler-355 b,1,2,Transit,2014,Published Confirmed,11.03189,0.102,1.46,,,1.07,,1432.17
Kepler-355 b,1,2,Transit,2014,Kepler Project Candidate (q1_q8_koi),11.03158,0.1,1.59,,0,1.03,1.09,1432.17
Kepler-355 b,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),11.0317836,,,,,1.25,1.04,1432.17
Kepler-355 b,1,2,Transit,2014,Published Confirmed,,,1.648,,,1.21,,1432.17
Kepler-355 b,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr24_koi),11.0317307,0.1003,1.5,,0,1.04,1.1,1432.17
Kepler-355 c,1,2,Transit,2014,Kepler Project Candidate (q1_q12_koi),25.7624524,0.1765,2.83,,0,1.04,1.1,1432.17
Kepler-355 c,1,2,Transit,2014,Published Confirmed,25.76280624,,,,,1.25,1.04,1432.17
Kepler-355 c,1,2,Transit,2014,Published Confirmed,25.762294,0.179,2.71,,,1.07,,1432.17
Kepler-355 c,1,2,Transit,2014,Published Confirmed,25.76263521,,,,,1.25,1.04,1432.17
Kepler-355 c,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr25_koi),25.7626846,0.1709,2.66,,0,1.07,1,1432.17
Kepler-355 c,1,2,Transit,2014,Kepler Project Candidate (q1_q8_koi),25.76313,0.176,2.82,,0,1.03,1.09,1432.17
Kepler-355 c,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr24_koi),25.7624524,0.1765,2.83,,0,1.04,1.1,1432.17
Kepler-355 c,1,2,Transit,2014,Kepler Project Candidate (q1_q16_koi),25.7624524,0.1765,2.83,,0,1.04,1.1,1432.17
Kepler-355 c,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),25.7626846,,,,,1.25,1.04,1432.17
Kepler-355 c,1,2,Transit,2014,Published Confirmed,,,3.016,,,1.21,,1432.17
Kepler-355 c,1,2,Transit,2014,Published Confirmed,25.7624524,,2.67,,,0.98,0.99,1432.17
Kepler-356 b,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr25_koi),4.6126736,0.0559,1.6,,0,1.28,1.09,707.559
Kepler-356 b,1,2,Transit,2014,Published Confirmed,4.61265057,,,,,1.56,1.11,707.559
Kepler-356 b,1,2,Transit,2014,Kepler Project Candidate (q1_q12_koi),4.61268045,0.0556,1.3,,0,1.11,1.07,707.559
Kepler-356 b,1,2,Transit,2014,Published Confirmed,4.61268458,,,,,1.56,1.11,707.559
Kepler-356 b,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr24_koi),4.61268045,0.0556,1.3,,0,1.11,1.07,707.559
Kepler-356 b,1,2,Transit,2014,Kepler Project Candidate (q1_q8_koi),4.612661,0.056,1.45,,0,1.19,1.13,707.559
Kepler-356 b,1,2,Transit,2014,Published Confirmed,4.612696,0.057,1.57,,,1.33,,707.559
Kepler-356 b,1,2,Transit,2014,Published Confirmed,4.61268045,,1.54,,,1.28,1.17,707.559
Kepler-356 b,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),4.6126736,,,,,1.56,1.11,707.559
Kepler-356 b,1,2,Transit,2014,Kepler Project Candidate (q1_q16_koi),4.61268045,0.0556,1.3,,0,1.11,1.07,707.559
Kepler-356 b,1,2,Transit,2014,Published Confirmed,,,1.803,,,1.44,,707.559
Kepler-356 c,1,2,Transit,2014,Published Confirmed,,,2.24,,,1.44,,707.559
Kepler-356 c,1,2,Transit,2014,Kepler Project Candidate (q1_q12_koi),13.12163551,0.1116,1.64,,0,1.11,1.07,707.559
Kepler-356 c,1,2,Transit,2014,Kepler Project Candidate (q1_q8_koi),13.12155,0.113,1.71,,0,1.19,1.13,707.559
Kepler-356 c,1,2,Transit,2014,Published Confirmed,13.12158072,,,,,1.56,1.11,707.559
Kepler-356 c,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr24_koi),13.12163551,0.1116,1.64,,0,1.11,1.07,707.559
Kepler-356 c,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr25_koi),13.12162167,0.1123,1.99,,0,1.28,1.09,707.559
Kepler-356 c,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),13.12162167,,,,,1.56,1.11,707.559
Kepler-356 c,1,2,Transit,2014,Published Confirmed,13.12133001,,,,,1.56,1.11,707.559
Kepler-356 c,1,2,Transit,2014,Published Confirmed,13.121632,0.115,1.81,,,1.33,,707.559
Kepler-356 c,1,2,Transit,2014,Kepler Project Candidate (q1_q16_koi),13.12163551,0.1116,1.64,,0,1.11,1.07,707.559
Kepler-356 c,1,2,Transit,2014,Published Confirmed,13.12163551,,1.95,,,1.28,1.17,707.559
Kepler-357 b,1,3,Transit,2014,Published Confirmed,,,1.666,,,0.72,,688.573
Kepler-357 b,1,3,Transit,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),6.47539108,,,,,0.74,0.79,688.573
Kepler-357 b,1,3,Transit,2014,Kepler Project Candidate (q1_q17_dr25_koi),6.47539108,0.0629,1.92,,0,0.83,0.79,688.573
Kepler-357 b,1,3,Transit,2014,Published Confirmed,6.47538919,,1.77,,,0.77,0.81,688.573
Kepler-357 b,1,3,Transit,2014,Kepler Project Candidate (q1_q12_koi),6.47538919,0.0626,1.9,,0,0.82,0.78,688.573
Kepler-357 b,1,3,Transit,2014,Kepler Project Candidate (q1_q8_koi),6.475341,0.061,1.7,,0,0.72,0.73,688.573
Kepler-357 b,1,3,Transit,2014,Kepler Project Candidate (q1_q17_dr24_koi),6.47538919,0.0626,1.9,,0,0.82,0.78,688.573
Kepler-357 b,1,3,Transit,2014,Kepler Project Candidate (q1_q16_koi),6.47538919,0.0626,1.9,,0,0.82,0.78,688.573
Kepler-357 b,1,3,Transit,2014,Published Confirmed,6.475434,0.063,1.84,,,0.83,,688.573
Kepler-357 b,1,3,Transit,2014,Published Confirmed,6.47540341,,,,,0.74,0.79,688.573
Kepler-357 c,1,3,Transit,2014,Kepler Project Candidate (q1_q16_koi),16.85827722,0.1185,2.5,,0,0.82,0.78,688.573
Kepler-357 c,1,3,Transit,2014,Published Confirmed,,,2.179,,,0.72,,688.573
Kepler-357 c,1,3,Transit,2014,Published Confirmed,16.85830819,,,,,0.74,0.79,688.573
Kepler-357 c,1,3,Transit,2014,Published Confirmed,16.85812066,,,,,0.74,0.79,688.573
Kepler-357 c,1,3,Transit,2014,Published Confirmed,16.85827722,,2.36,,,0.77,0.81,688.573
Kepler-357 c,1,3,Transit,2014,Kepler Project Candidate (q1_q17_dr24_koi),16.85827722,0.1185,2.5,,0,0.82,0.78,688.573
Kepler-357 c,1,3,Transit,2014,Kepler Project Candidate (q1_q12_koi),16.85827722,0.1185,2.5,,0,0.82,0.78,688.573
Kepler-357 c,1,3,Transit,2014,Kepler Project Candidate (q1_q8_koi),16.85808,0.116,2.4,,0,0.72,0.73,688.573
Kepler-357 c,1,3,Transit,2014,Kepler Project Candidate (q1_q17_dr25_koi),16.85825609,0.1191,2.51,,0,0.83,0.79,688.573
Kepler-357 c,1,3,Transit,2014,Published Confirmed,16.85837,0.12,2.67,,,0.83,,688.573
Kepler-357 c,1,3,Transit,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),16.85825609,,,,,0.74,0.79,688.573
Kepler-357 d,1,3,Transit,2014,Kepler Project Candidate (q1_q16_koi),49.5004952,0.2429,3.38,,0,0.82,0.78,688.573
Kepler-357 d,1,3,Transit,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),49.5004725,,,,,0.74,0.79,688.573
Kepler-357 d,1,3,Transit,2014,Published Confirmed,49.50046066,,,,,0.74,0.79,688.573
Kepler-357 d,1,3,Transit,2014,Published Confirmed,,,2.165,,,0.72,,688.573
Kepler-357 d,1,3,Transit,2014,Kepler Project Candidate (q1_q8_koi),49.50081,0.237,2.2,,0,0.72,0.73,688.573
Kepler-357 d,1,3,Transit,2014,Kepler Project Candidate (q1_q12_koi),49.5004952,0.2429,3.38,,0,0.82,0.78,688.573
Kepler-357 d,1,3,Transit,2014,Published Confirmed,49.499875,0.246,3.43,,,0.83,,688.573
Kepler-357 d,1,3,Transit,2014,Kepler Project Candidate (q1_q17_dr24_koi),49.5004952,0.2429,3.38,,0,0.82,0.78,688.573
Kepler-357 d,1,3,Transit,2014,Kepler Project Candidate (q1_q17_dr25_koi),49.5004725,0.2441,2.49,,0,0.83,0.79,688.573
Kepler-357 d,1,3,Transit,2014,Published Confirmed,49.5004952,,3.19,,,0.77,0.81,688.573
Kepler-358 b,1,2,Transit,2014,Published Confirmed,34.060467,0.21,2.72,,,0.95,,1101.1
Kepler-358 b,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr25_sup_koi),34.0607677,,,,,0.94,0.96,1101.1
Kepler-358 b,1,2,Transit,2014,Kepler Project Candidate (q1_q16_koi),34.0607631,0.2079,2.91,,0,0.94,1.03,1101.1
Kepler-358 b,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr24_koi),34.0607631,0.2079,2.91,,0,0.94,1.03,1101.1
Kepler-358 b,1,2,Transit,2014,Kepler Project Candidate (q1_q8_koi),34.06075,0.206,2.8,,0,0.89,1,1101.1
Kepler-358 b,1,2,Transit,2014,Published Confirmed,34.0607631,,2.77,,,0.91,0.94,1101.1
Kepler-358 b,1,2,Transit,2014,Kepler Project Candidate (q1_q12_koi),34.0607631,0.2079,2.91,,0,0.94,1.03,1101.1
Kepler-358 b,1,2,Transit,2014,Published Confirmed,34.06074733,,,,,0.94,0.96,1101.1
Kepler-358 b,1,2,Transit,2014,Published Confirmed,,,2.928,,,0.93,,1101.1
Kepler-358 b,1,2,Transit,2014,Published Confirmed,34.06054476,,,,,0.94,0.96,1101.1
Kepler-358 b,1,2,Transit,2014,Kepler Project Candidate (q1_q17_dr25_koi),34.0607677,0.2079,2.96,,0,0.94,1.03,1101.1
